 id , timestamp , ax , ay , az , gx , gy , gz , mx , my , mz , t , p , h , l , n 
Dummy,1571751114177,-345,-3,-1056,,,,,,,,,,,
Dummy,1571751114277,-450,-66,-778,,,,,,,,,,,
Dummy,1571751114377,-230,-58,-1141,,,,,,,,,,,
Dummy,1571751114476,-76,-80,-1073,,,,,,,,,,,
Dummy,1571751114575,3,-29,-1005,,,,,,,,,,,
Dummy,1571751114675,29,-64,-981,,,,,,,,,,,
Dummy,1571751114775,81,-37,-989,,,,,,,,,,,
Dummy,1571751114874,140,-37,-1005,,,,,,,,,,,
Dummy,1571751114974,122,-29,-981,,,,,,,,,,,
Dummy,1571751115074,203,9,-1073,,,,,,,,,,,
Dummy,1571751115173,156,-40,-1018,,,,,,,,,,,
Dummy,1571751115272,163,-42,-1009,,,,,,,,,,,
Dummy,1571751115373,173,7,-1009,,,,,,,,,,,
Dummy,1571751115472,206,-23,-938,,,,,,,,,,,
Dummy,1571751115572,199,3,-1038,,,,,,,,,,,
Dummy,1571751115671,177,9,-1007,,,,,,,,,,,
Dummy,1571751115771,183,-11,-989,,,,,,,,,,,
Dummy,1571751115870,185,-3,-985,,,,,,,,,,,
Dummy,1571751115970,189,-7,-1022,,,,,,,,,,,
Dummy,1571751116070,191,-7,-985,,,,,,,,,,,
Dummy,1571751116169,171,-21,-979,,,,,,,,,,,
Dummy,1571751116269,195,7,-1042,,,,,,,,,,,
Dummy,1571751116369,175,-21,-985,,,,,,,,,,,
Dummy,1571751116468,177,-17,-1026,,,,,,,,,,,
Dummy,1571751116568,167,-17,-1001,,,,,,,,,,,
Dummy,1571751116668,177,-15,-1034,,,,,,,,,,,
Dummy,1571751116767,154,-17,-991,,,,,,,,,,,
Dummy,1571751116866,165,-17,-1032,,,,,,,,,,,
Dummy,1571751116966,165,-3,-1036,,,,,,,,,,,
Dummy,1571751117065,156,-17,-1003,,,,,,,,,,,
Dummy,1571751117165,150,-27,-987,,,,,,,,,,,
Dummy,1571751117265,142,7,-997,,,,,,,,,,,
Dummy,1571751117365,126,19,-1022,,,,,,,,,,,
Dummy,1571751117464,124,15,-1050,,,,,,,,,,,
Dummy,1571751117564,122,42,-1048,,,,,,,,,,,
Dummy,1571751117664,105,9,-1030,,,,,,,,,,,
Dummy,1571751117763,107,44,-1032,,,,,,,,,,,
Dummy,1571751117863,119,-42,-1003,,,,,,,,,,,
Dummy,1571751117962,56,-64,-1056,,,,,,,,,,,
Dummy,1571751118062,-13,-78,-1005,,,,,,,,,,,
Dummy,1571751118161,1,-46,-1057,,,,,,,,,,,
Dummy,1571751118260,-9,-42,-1016,,,,,,,,,,,
Dummy,1571751118361,-11,-54,-997,,,,,,,,,,,
Dummy,1571751118461,-31,-11,-1040,,,,,,,,,,,
Dummy,1571751118560,76,-40,-997,,,,,,,,,,,
Dummy,1571751118660,-35,-25,-1020,,,,,,,,,,,
Dummy,1571751118759,-58,-37,-1048,,,,,,,,,,,
Dummy,1571751118859,-56,-5,-977,,,,,,,,,,,
Dummy,1571751118959,-29,9,-1054,,,,,,,,,,,
Dummy,1571751119058,-50,-11,-1013,,,,,,,,,,,
Dummy,1571751119157,-42,-29,-995,,,,,,,,,,,
Dummy,1571751119257,-95,-87,-1087,,,,,,,,,,,
Dummy,1571751119357,-124,-54,-1116,,,,,,,,,,,
Dummy,1571751119456,83,146,-915,,,,,,,,,,,
Dummy,1571751119556,-138,37,-1110,,,,,,,,,,,
Dummy,1571751119655,66,160,-1151,,,,,,,,,,,
Dummy,1571751119755,-111,-201,-1052,,,,,,,,,,,
Dummy,1571751119855,-89,-3,-1128,,,,,,,,,,,
Dummy,1571751119954,-128,-76,-1034,,,,,,,,,,,
Dummy,1571751120054,-101,-130,-1044,,,,,,,,,,,
Dummy,1571751120153,-83,-226,-1155,,,,,,,,,,,
Dummy,1571751120254,-5,-189,-925,,,,,,,,,,,
Dummy,1571751120353,0,-195,-960,,,,,,,,,,,
Dummy,1571751120453,21,-238,-1016,,,,,,,,,,,
Dummy,1571751120552,46,-201,-1005,,,,,,,,,,,
Dummy,1571751120652,9,-247,-1015,,,,,,,,,,,
Dummy,1571751120751,0,-247,-985,,,,,,,,,,,
Dummy,1571751120851,-3,-238,-997,,,,,,,,,,,
Dummy,1571751120951,-1,-247,-993,,,,,,,,,,,
Dummy,1571751121050,-46,-298,-989,,,,,,,,,,,
Dummy,1571751121150,9,-228,-976,,,,,,,,,,,
Dummy,1571751121249,-46,-255,-1077,,,,,,,,,,,
Dummy,1571751121349,-46,-199,-878,,,,,,,,,,,
Dummy,1571751121448,-74,-255,-974,,,,,,,,,,,
Dummy,1571751121548,-44,-240,-977,,,,,,,,,,,
Dummy,1571751121648,-17,-210,-1018,,,,,,,,,,,
Dummy,1571751121747,58,-54,-1063,,,,,,,,,,,
Dummy,1571751121847,44,-109,-979,,,,,,,,,,,
Dummy,1571751121947,109,-19,-1040,,,,,,,,,,,
Dummy,1571751122046,76,-54,-1106,,,,,,,,,,,
Dummy,1571751122145,103,-52,-1020,,,,,,,,,,,
Dummy,1571751122246,115,154,-936,,,,,,,,,,,
Dummy,1571751122345,128,160,-1093,,,,,,,,,,,
Dummy,1571751122445,107,-60,-1050,,,,,,,,,,,
Dummy,1571751122544,52,-52,-1102,,,,,,,,,,,
Dummy,1571751122644,21,158,-1100,,,,,,,,,,,
Dummy,1571751122744,62,95,-966,,,,,,,,,,,
Dummy,1571751122843,-17,-89,-1118,,,,,,,,,,,
Dummy,1571751122943,23,76,-1040,,,,,,,,,,,
Dummy,1571751123042,39,122,-1067,,,,,,,,,,,
Dummy,1571751123142,19,95,-1036,,,,,,,,,,,
Dummy,1571751123241,31,173,-981,,,,,,,,,,,
Dummy,1571751123341,27,163,-1026,,,,,,,,,,,
Dummy,1571751123441,42,156,-1007,,,,,,,,,,,
Dummy,1571751123541,13,150,-1044,,,,,,,,,,,
Dummy,1571751123640,13,126,-1003,,,,,,,,,,,
Dummy,1571751123740,0,156,-981,,,,,,,,,,,
Dummy,1571751123839,15,142,-1042,,,,,,,,,,,
Dummy,1571751123939,13,179,-1065,,,,,,,,,,,
Dummy,1571751124038,29,144,-1050,,,,,,,,,,,
Dummy,1571751124138,-5,150,-987,,,,,,,,,,,
Dummy,1571751124238,17,216,-983,,,,,,,,,,,
Dummy,1571751124337,13,175,-1026,,,,,,,,,,,
Dummy,1571751124437,-58,72,-1042,,,,,,,,,,,
Dummy,1571751124536,-39,249,-958,,,,,,,,,,,
Dummy,1571751124636,-5,396,-933,,,,,,,,,,,
Dummy,1571751124736,31,126,-858,,,,,,,,,,,
Dummy,1571751124835,-199,140,-1009,,,,,,,,,,,
Dummy,1571751124935,-210,136,-368,,,,,,,,,,,
Dummy,1571751125035,-154,9,-968,,,,,,,,,,,
Dummy,1571751125134,72,1,-1003,,,,,,,,,,,
Dummy,1571751125234,-3,-7,-1030,,,,,,,,,,,
Dummy,1571751125333,-11,3,-1024,,,,,,,,,,,
Dummy,1571751125433,13,-1,-1032,,,,,,,,,,,
Dummy,1571751125533,-5,3,-1028,,,,,,,,,,,
Dummy,1571751125631,7,-5,-1032,,,,,,,,,,,
Dummy,1571751125732,-17,1,-1030,,,,,,,,,,,
Dummy,1571751125832,3,-1,-1032,,,,,,,,,,,
Dummy,1571751125930,-3,-1,-1026,,,,,,,,,,,
Dummy,1571751126030,7,-1,-1042,,,,,,,,,,,
Dummy,1571751126130,0,-5,-1032,,,,,,,,,,,
Dummy,1571751126230,-3,-1,-1034,,,,,,,,,,,
Dummy,1571751126329,-3,-1,-1024,,,,,,,,,,,
Dummy,1571751126429,-3,-5,-1032,,,,,,,,,,,
Dummy,1571751126529,-5,-1,-1030,,,,,,,,,,,
Dummy,1571751126628,27,0,-1046,,,,,,,,,,,
Dummy,1571751126728,-62,-185,-1259,,,,,,,,,,,
Dummy,1571751126828,-81,-204,-923,,,,,,,,,,,
Dummy,1571751126927,165,72,-1132,,,,,,,,,,,
Dummy,1571751127026,-29,-103,-646,,,,,,,,,,,
Dummy,1571751127126,224,203,-909,,,,,,,,,,,
Dummy,1571751127226,181,-64,-1456,,,,,,,,,,,
Dummy,1571751127326,162,-25,-782,,,,,,,,,,,
Dummy,1571751127425,154,115,-954,,,,,,,,,,,
Dummy,1571751127524,267,173,-1079,,,,,,,,,,,
Dummy,1571751127624,208,281,-1083,,,,,,,,,,,
Dummy,1571751127723,156,52,-1073,,,,,,,,,,,
Dummy,1571751127824,148,138,-1065,,,,,,,,,,,
Dummy,1571751127923,163,148,-927,,,,,,,,,,,
Dummy,1571751128023,222,37,-989,,,,,,,,,,,
Dummy,1571751128122,195,-54,-997,,,,,,,,,,,
Dummy,1571751128222,216,42,-1015,,,,,,,,,,,
Dummy,1571751128322,167,-19,-1083,,,,,,,,,,,
Dummy,1571751128421,171,23,-1015,,,,,,,,,,,
Dummy,1571751128520,124,-7,-944,,,,,,,,,,,
Dummy,1571751128620,126,15,-1063,,,,,,,,,,,
Dummy,1571751128720,124,37,-1032,,,,,,,,,,,
Dummy,1571751128820,124,17,-1036,,,,,,,,,,,
Dummy,1571751128919,122,-44,-1040,,,,,,,,,,,
Dummy,1571751129019,117,1,-1007,,,,,,,,,,,
Dummy,1571751129118,99,-54,-1009,,,,,,,,,,,
Dummy,1571751129217,121,-54,-1038,,,,,,,,,,,
Dummy,1571751129317,117,-54,-1065,,,,,,,,,,,
Dummy,1571751129417,109,-39,-1022,,,,,,,,,,,
